Numero Ticket;Tipo de caso;Categoria;Tipo;Item;Resumen;Matri;Ubicacion;Numero Telefonico;Indicador Vip;Region;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad;Grupos asignado;Grupo creador
WO0000004437652;R;MOBILIARIO;MOBILIARIO;TACHO;REPARAR;NULL;CAQUETA - 191091;##;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-16;2022-09-16;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004439024;R;MOBILIARIO;EQUIPO;EXTRACTOR DE AIRE;REPARAR;S12869;SANTO DOMINGO - 191036;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-20;2022-09-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440901;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;E20722;LAS MALVINAS - 191076;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-20;2022-09-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438008;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;S38114;SANTA LUZMILA - 191063;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-23;2022-09-23;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440833;R;MOBILIARIO;EDIFICIO;PUERTA/MAMPARA BRAZO HIDRAULICO;REPARAR;E12401;AYACUCHO - 220000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-25;2022-09-25;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004438994;R;MOBILIARIO;EDIFICIO;PUERTA/MAMPARA MANIJA;REPARAR;S13342;CHOSICA - 191075;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-17;2022-09-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438708;R;MOBILIARIO;DISP. DE SEGURIDAD;SENSOR DE MAMPARA;REPARAR;U15618;ANGELICA GAMARRA - 191057;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004437624;R;MOBILIARIO;EDIFICIO;PARED;PINTAR;S02891;ALFONSO UGARTE - 191089;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-16;2022-09-16;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438737;R;MOBILIARIO;AUDIO Y VIDEO;SISTEMA DE AUDIO;REEMPLAZO;U22406;MOLICENTRO - 193004;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-16;2022-09-17;;2;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004437988;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;DUPLICADO DE LLAVE;U17066;TACNA - 540000;###;1;Prov2RegSur1;Zona Norte;Web HD;Rechazado;2022-09-16;2022-09-17;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004441129;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;U21205;LARAPA - 285005;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-16;2022-09-25;2022-09-25;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004441113;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;DUPLICADO DE LLAVE;U21205;LARAPA - 285005;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-16;2022-09-18;2022-09-18;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004440819;R;MOBILIARIO;INST. ELECTRICAS;TOMACORRIENTES;REVISAR;E12401;AYACUCHO - 220000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-23;2022-09-23;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004438527;R;MOBILIARIO;LUMINARIAS;REFLECTOR / LAMPARAS;CAMBIAR;S45652;MALA - 255002;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-24;2022-09-24;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004440653;R;MOBILIARIO;INST. ELECTRICAS;CABLEADO;REVISAR;NULL;EL SOL - 191082;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-24;2022-09-24;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440150;R;MOBILIARIO;EDIFICIO;PISOS;RESANAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-16;2022-10-18;2022-10-18;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004438322;R;MOBILIARIO;INST. ELECTRICAS;CABLEADO;REVISAR;NULL;PUERTO MALDONADO - 485000;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-16;2022-09-19;2022-09-19;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004440983;R;MOBILIARIO;INST. ELECTRICAS;CABLEADO;ORDENAR;S88127;TACNA - 540000;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-16;2022-09-19;2022-09-19;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004437979;R;MOBILIARIO;INST. SANITARIAS;CORTE DE AGUA;REVISAR;U17066;TACNA - 540000;###;1;Prov2RegSur1;Zona Norte;Web HD;Cerrado;2022-09-16;2022-09-16;2022-09-16;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004440912;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;E20722;LAS MALVINAS - 191076;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-23;2022-09-23;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438235;R;MOBILIARIO;LUMINARIAS;FOCO AHORRADOR;CAMBIAR;S27025;TOTTUS GUIPOR - 191147;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-23;2022-09-23;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440758;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;E19339;SAN MARCOS - 192081;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004439948;R;MOBILIARIO;EDIFICIO;ALFOMBRAS;LAVAR;U23264;NICOLAS AYLLON - 191027;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-17;2022-09-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004439385;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;APERTURAR;U22741;GRAU (LIMA) - 191005;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-17;2022-09-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004439126;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;REGARGAR COMBUSTIBLE;S23942;ARGENTINA - 191014;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438004;R;MOBILIARIO;SALAS DE REUNION;ALFOMBRAS;LIMPIAR;S49765;MALL AVENTURA PLAZA SANTA ANITA - 191118;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-26;2022-09-26;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004437424;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA PULMON;CAMBIO DE BATERIAS;E21554;MINI AGENCIA BCP SALAMANCA - 191090;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-16;2022-09-16;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004437345;R;MOBILIARIO;AUDIO Y VIDEO;SISTEMA DE VIDEO;REPARACION;S28165;LAS MALVINAS - 191076;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-23;2022-09-23;2;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440270;R;MOBILIARIO;LUMINARIAS;FOCO AHORRADOR;CAMBIAR;S30408;JULIACA - 405000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-16;2022-09-20;2022-09-20;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004437800;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;REVISAR;S02891;ALFONSO UGARTE - 191089;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-19;2022-09-19;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004437578;R;MOBILIARIO;INST. ELECTRICAS;CORTE DE ENERGIA;REVISAR;S00183;LAS VIÑAS - 193066;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-16;2022-09-16;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440706;R;MOBILIARIO;CERRAJERIA;CANDADO;APERTURAR;U20763;NACIONES UNIDAS - 191084;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-21;2022-09-21;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004440502;R;MOBILIARIO;CERRAJERIA;LONCHERA  CERRADURA;DUPLICADO DE LLAVE;E20722;LAS MALVINAS - 191076;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-23;2022-09-23;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004439054;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;S12869;SANTO DOMINGO - 191036;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-19;2022-09-19;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438535;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;S23873;MOLICENTRO - 193004;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004437048;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;EL CARMEN - 315001;##;1;NULL;Zona Centro;NULL;Terminado;2022-09-16;2022-09-17;;3;MANTENIMIENTO PROV 2 - SUR CHICO;CENTRASCAN
WO0000004437205;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;ICA - 380000;##;1;Prov2RegSurCh;Zona Centro;NULL;Terminado;2022-09-16;2022-09-16;;1;MANTENIMIENTO PROV 2 - SUR CHICO;CENTRASCAN
WO0000004436811;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;CHINCHA - 315000;###;1;NULL;Zona Centro;NULL;Terminado;2022-09-16;2022-09-18;;3;MANTENIMIENTO PROV 2 - SUR CHICO;CENTRASCAN
WO0000004436753;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;MOLLENDO - 425000;###;1;Prov2RegSur1;Zona Norte;NULL;Terminado;2022-09-16;2022-09-20;;3;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004438747;R;MISCELANEO;INDECI;PRE INDECI;PRE REGULATORIO;NULL;MOLLENDO - 425000;##;1;NULL;Zona Norte;Web HD;Terminado;2022-09-16;2023-02-14;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004438812;R;MISCELANEO;INDECI;PRE INDECI;PRE REGULATORIO;NULL;UMACOLLO - 215009;##;1;NULL;Zona Norte;Web HD;Terminado;2022-09-16;2023-02-14;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004438731;R;MISCELANEO;INDECI;PRE INDECI;PRE REGULATORIO;NULL;REAL PLAZA CUSCO - 285011;##;1;NULL;Zona Norte;Web HD;Terminado;2022-09-16;2023-02-14;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004438660;R;MISCELANEO;INDECI;PRE INDECI;PRE REGULATORIO;NULL;MERCADO DE PRODUCTORES - 191061;##;1;NULL;Zona Centro;Web HD;Terminado;2022-09-16;2022-11-25;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438284;R;MISCELANEO;INDECI;PRE INDECI;PRE REGULATORIO;NULL;ASIA - 194038;##;1;NULL;Zona Centro;Web HD;Terminado;2022-09-16;2022-12-03;;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004438266;R;MISCELANEO;INDECI;PRE INDECI;PRE REGULATORIO;NULL;CANTO GRANDE - 191096;##;1;NULL;Zona Centro;Web HD;Terminado;2022-09-16;2022-12-03;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438011;R;MISCELANEO;INDECI;INDECI;REGULATORIO;NULL;QUILCA - 191160;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-16;2022-10-22;2022-10-22;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004438092;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;ANGELICA GAMARRA - 191057;##;1;Lim1Reg3;Zona Centro;NULL;Terminado;2022-09-16;2022-09-16;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437049;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;MOLICENTRO - 193004;##;1;Lim2Reg4;Zona Centro;NULL;Terminado;2022-09-16;2022-09-16;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437206;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;MOLICENTRO - 193004;##;1;Lim2Reg4;Zona Centro;NULL;Terminado;2022-09-16;2022-09-18;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437047;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;MOLICENTRO - 193004;##;1;Lim2Reg4;Zona Centro;NULL;Terminado;2022-09-16;2022-09-16;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437204;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;LAS VIÑAS - 193066;##;1;Lim2Reg5;Zona Centro;NULL;Terminado;2022-09-16;2022-09-17;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437203;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;MOLICENTRO - 193004;##;1;Lim2Reg4;Zona Centro;NULL;Terminado;2022-09-16;2022-09-21;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437202;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;GRAU (LIMA) - 191005;##;1;Lim1Reg5;Zona Centro;NULL;Terminado;2022-09-16;2022-09-16;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437042;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;LOS DAMASCOS - 193038;##;1;Lim2Reg4;Zona Centro;NULL;Terminado;2022-09-16;2022-09-16;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437040;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;TUPAC AMARU - 191038;##;1;Lim1Reg2;Zona Centro;NULL;Terminado;2022-09-16;2022-09-17;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004437051;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;PLAZA LIMA NORTE - 191058;##;1;Lim1Reg3;Zona Centro;NULL;Terminado;2022-09-16;2022-09-17;;3;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004444235;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;NULL;EL PINO - 191087;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-21;2022-09-21;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443264;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;NULL;EL PINO - 191087;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444950;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;E16138;MERCADO DE PRODUCTORES - 191061;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-17;2022-09-21;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443432;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S46886;PARCONA - 380007;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-23;2022-09-23;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004445064;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;E16138;MERCADO DE PRODUCTORES - 191061;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-26;2022-09-26;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444425;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S05133;ZARATE - 191097;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444290;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S10534;COLLIQUE - 191065;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-20;2022-09-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004441939;R;MOBILIARIO;EQUIPO;LAMPARA DE EMERGENCIA;REPARAR;S34934;IMPERIAL - 255001;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-10-01;2022-10-01;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004443995;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S45470;NACIONES UNIDAS - 191084;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-17;2022-09-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443123;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S10536;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-17;2022-09-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444993;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPARAR;S48254;LAS ALONDRAS - 191044;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444405;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPARAR;U22308;MEGA PLAZA - 191010;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-20;2022-09-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444947;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE AGUA;REPARAR;S10536;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444133;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE DESAGUE;REPARAR;S37665;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-20;2022-09-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443043;R;MOBILIARIO;IMAGEN;PORTA AFICHES;REPARAR;E15108;JACOBO HUNTER - 215022;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-17;2022-09-24;2022-09-24;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004442638;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE AGUA;REPARAR;E19662;ABANCAY - 200000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-17;2022-09-26;2022-09-26;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004444031;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE AGUA;REPARAR;NULL;PLAZA LIMA NORTE - 191058;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-25;2022-09-25;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004442559;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA PULMON;REPARAR;NULL;CHIMPU OCLLO - 191113;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004442623;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPARAR;NULL;CHIMPU OCLLO - 191113;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004442551;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPARAR;NULL;CHIMPU OCLLO - 191113;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004441844;R;MOBILIARIO;MOBILIARIO;MODULOS;REPARAR;NULL;C.C. MULTIPLAZA - 191077;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-20;2022-09-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444221;R;MOBILIARIO;SERVICIOS HIGIENICOS;LAVATORIO;REPARAR;S37665;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-17;2022-09-17;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443589;R;MOBILIARIO;EQUIPO;DETECTOR DE BILLETES;REPARAR;S34934;IMPERIAL - 255001;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-23;2022-09-23;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004445082;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;S43424;URB SAN FELIPE COMAS - 191053;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-19;2022-09-19;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444191;R;MOBILIARIO;MOBILIARIO;CREDENZA;REPARAR;S10534;COLLIQUE - 191065;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-19;2022-09-19;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443390;R;MOBILIARIO;MOBILIARIO;MODULOS;REPARAR;U18566;LA SALLE - 191114;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-19;2022-09-19;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004442001;R;MOBILIARIO;EDIFICIO;CORTINAS/PERSIANAS/ROLLERS;REPARAR;S48208;ROSA TORO - 193022;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-10-02;2022-10-02;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443564;R;MOBILIARIO;DISP. DE SEGURIDAD;PANEL CONTRA INCENDIO;REPARAR;S01108;NARANJAL - 191141;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004442926;R;MOBILIARIO;EDIFICIO;PISOS;RESANAR;S00060;CHINCHA - 315000;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-17;2022-10-11;;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004442034;R;MOBILIARIO;IMAGEN;STICKER;REPONER;S34934;IMPERIAL - 255001;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-09-17;2022-10-01;;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004441570;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;S16501;EL PEDREGAL - 251000;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-09-17;2022-09-18;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004443039;R;MOBILIARIO;EDIFICIO;PARED;PINTAR;E15108;JACOBO HUNTER - 215022;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-09-17;2022-10-21;2022-10-21;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004442900;R;MOBILIARIO;SERVICIOS HIGIENICOS;URINARIOS;REVISAR;S00060;CHINCHA - 315000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-20;2022-09-20;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004442014;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;S34934;IMPERIAL - 255001;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-27;2022-09-27;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004441917;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S34934;IMPERIAL - 255001;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-27;2022-09-27;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004444288;R;MOBILIARIO;SERVICIOS HIGIENICOS;INODORO TANQUE DE AGUA;REVISAR;NULL;EL PINO - 191087;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-18;2022-09-18;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004443902;R;MOBILIARIO;INST. ELECTRICAS;CORTE DE ENERGIA;REVISAR;NULL;EL AGUSTINO - 191041;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-23;2022-09-23;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004444488;R;MOBILIARIO;INST. ELECTRICAS;CABLEADO;REVISAR;S92438;VITARTE - 191043;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-09-17;2022-09-21;2022-09-21;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
