Numero Ticket|Tipo de caso|Categoria|Tipo|Item|Resumen|Matri|Ubicacion|Numero Telefonico|Indicador Vip|Region|Service Desk|Modo de reporte|Estado|Fecha Creacion|Fecha Termino|Fecha Cierre|Prioridad|Grupos asignado|Grupo creador
WO0000005675273||MOBILIARIO|INSTALACIONES ELECTRICAS|BOMBAS DE AGUA|REVISAR|S68076|REAL PLAZA CUSCO - 285011|(###)|1|Prov2RegSur2|Zona Norte|Web HD|En curso|2023-10-07|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005674225||MOBILIARIO|SERVICIOS HIGIENICOS|GRIFERIA|REVISAR|S00060|CHINCHA - 315000|###|1|NULL|Zona Sur|Web HD|En curso|2023-10-07|||3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005674277||MOBILIARIO|EDIFICIO|PISOS|RESANAR|S02481|UMACOLLO - 215009|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-07|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005674222||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S40821|QUILLABAMBA - 505000|###|1|Prov2RegSur2|Zona Norte|Web HD|En curso|2023-10-07|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005675216||MOBILIARIO|SERVICIOS HIGIENICOS|URINARIOS|REVISAR|E18302|ANDAHUAYLAS - 205000|###|1|Prov2RegSur2|Zona Norte|Web HD|En curso|2023-10-07|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005675750||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|REVISAR|S01540|CAYMA - 215002|###|1|NULL|Zona Norte|Web HD|Cerrado|2023-10-07|9/10/2023|12/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005675738||MOBILIARIO|INSTALACIONES ELECTRICAS|TABLERO ELECTRICO|REVISAR|S01540|CAYMA - 215002|###|1|NULL|Zona Norte|Web HD|Cerrado|2023-10-07|9/10/2023|12/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005674244||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S01540|CAYMA - 215002|###|1|NULL|Zona Norte|Web HD|Cerrado|2023-10-07|9/10/2023|12/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005673499||MOBILIARIO|CERRAJERIA|LONCHERA CERRADURA|REEMPLAZAR|U20237|LUREN - 380004|###|1|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-10-07|27/10/2023|30/10/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005673470||MOBILIARIO|AUDIO Y VIDEO|SISTEMA DE VIDEO|REPARACION|S59880|LA ENSENADA - 191149|(###)|1|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-10-07|8/10/2023|11/10/2023|2|MANTENIMIENTO LIMA 1|
WO0000005675291||MOBILIARIO|INSTALACIONES ELECTRICAS|CABLEADO|ORDENAR|S96585|EL PROGRESO - 191037|##|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|23/10/2023|26/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675713||MOBILIARIO|IMAGEN|STICKER|REPONER|S74811|SAN CAMILO - 215006|(###)|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-07|8/10/2023|11/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005675274||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|CAMBIAR|S74811|SAN CAMILO - 215006|(###)|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-07|8/10/2023|11/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005675266||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S74811|SAN CAMILO - 215006|(###)|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-07|8/10/2023|11/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005676140||MOBILIARIO|SERVICIOS HIGIENICOS|INODOROS|DESATORAR|S01752|RAUL FERRERO - 193012|###|1|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-10-07|14/10/2023|17/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005674275||MOBILIARIO|MOBILIARIO|ESCRITORIO|MANTENIMIENTO|S00171|QUILCA - 191160|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-07|21/10/2023|24/10/2023|1|MANTENIMIENTO LIMA 1|
WO0000005674230||MOBILIARIO|AUDIO Y VIDEO|SISTEMA DE VIDEO|REPARACION|S18063|MEGA PLAZA 2 - 191040|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-07|22/10/2023|25/10/2023|2|MANTENIMIENTO LIMA 1|
WO0000005675729||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S82192|TUPAC AMARU - 191038|(###)|1|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-10-07|12/10/2023|15/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675794||MOBILIARIO|LUMINARIAS|FOCO AHORRADOR|CAMBIAR|S37928|NICOLAS AYLLON - 191027|###|1|Lim3Reg2|Zona Centro|Web HD|Cerrado|2023-10-07|14/10/2023|17/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675718||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|CAMBIAR|E16729|DEL AIRE - 193064|###|1|Lim3Reg4|Zona Centro|Web HD|Cerrado|2023-10-07|21/10/2023|24/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005674897||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|CAMBIAR|S13830|VILLA SOL - 191059|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-07|14/10/2023|17/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675244||MOBILIARIO|IMAGEN|SEÑALETICA INTERNA|REPONER|U21440|COLONIAL - 192035|###|1|Lim1Reg1|Zona Sur|Web HD|Cerrado|2023-10-07|8/10/2023|11/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005674870||MOBILIARIO|EDIFICIO|ESTACIONAMIENTO SEÑALIZACION|PINTAR|S02370|ZARATE - 191097|###|1|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-10-07|18/10/2023|21/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675724||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|REVISAR|E16729|DEL AIRE - 193064|###|1|Lim3Reg4|Zona Centro|Web HD|Cerrado|2023-10-07|21/10/2023|24/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675714||MOBILIARIO|SERVICIOS HIGIENICOS|URINARIOS|REVISAR|U18768|TUSILAGOS - 191108|###|1|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-10-07|9/10/2023|12/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005676114||MOBILIARIO|SERVICIOS HIGIENICOS|GRIFERIA|REVISAR|S37928|NICOLAS AYLLON - 191027|###|1|Lim3Reg2|Zona Centro|Web HD|Cerrado|2023-10-07|16/10/2023|19/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005676100||MOBILIARIO|SERVICIOS HIGIENICOS|GRIFERIA|REVISAR|S37928|NICOLAS AYLLON - 191027|###|1|Lim3Reg2|Zona Centro|Web HD|Cerrado|2023-10-07|14/10/2023|17/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005676112||MOBILIARIO|SERVICIOS HIGIENICOS|INODOROS|REVISAR|S37928|NICOLAS AYLLON - 191027|###|1|Lim3Reg2|Zona Centro|Web HD|Cerrado|2023-10-07|16/10/2023|19/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675720||MOBILIARIO|SERVICIOS HIGIENICOS|INODOROS|REVISAR|E16729|DEL AIRE - 193064|###|1|Lim3Reg4|Zona Centro|Web HD|Cerrado|2023-10-07|15/10/2023|18/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673453||MOBILIARIO|INSTALACIONES ELECTRICAS|TOMACORRIENTES|REVISAR|S12869|LA PAMPILLA - 192012|###|1|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-10-07|9/10/2023|12/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675711||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|S24310|TOTTUS GUIPOR - 191147|###|1|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-10-07|12/10/2023|15/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673807||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S05133|NAYLAMP - 191143|###|1|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-10-07|27/10/2023|30/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005675780||SOFTWARE|PRE REGULATORIO|PRE INDECI|REALIZAR - PRE REGULATORIO|S60726|LAS ALONDRAS - 191044|(###)|1|Lim3Reg2|Zona Sur|Web HD|En curso|2023-10-07|||3|MANTENIMIENTO LIMA 1|
WO0000005673300||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S91411|CHIMPU OCLLO - 191113|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|22/10/2023|25/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673330||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REGULAR|S91411|EL PROGRESO - 191037|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|15/10/2023|18/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673328||MOBILIARIO|EDIFICIO|PISOS|LIMPIAR|S91411|EL PROGRESO - 191037|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|16/10/2023|19/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673306||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|CAMBIAR|S91411|CHIMPU OCLLO - 191113|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|11/10/2023|14/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673305||MOBILIARIO|IMAGEN|SEÑALETICA INTERNA|REPONER|S91411|CHIMPU OCLLO - 191113|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|9/10/2023|12/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005673196||MOBILIARIO|EDIFICIO|PISOS|LIMPIAR|S91411|CHIMPU OCLLO - 191113|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-07|21/10/2023|24/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005680340||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S56778|CERRO COLORADO - 215013|(###)|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|23/10/2023|26/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005680356||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|U21212|ALTO DE LA ALIANZA - 540004|###|1|Prov1RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|20/10/2023|23/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005677946||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S29354|JACOBO HUNTER - 215022|###|1|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-10-08|12/10/2023|15/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678894||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S29354|JACOBO HUNTER - 215022|###|1|Prov1RegNorCh|Zona Norte|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678821||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|U21212|ALTO DE LA ALIANZA - 540004|###|1|Prov1RegSur1|Zona Norte|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678254||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S00705|TUPAC AMARU - 191038|###|1|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-10-08|22/10/2023|25/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005679577||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|E20879|NAZCA - 440000|###|1|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-10-08|21/10/2023|24/10/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005679953||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S91411|EL PROGRESO - 191037|(###)|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-08|19/10/2023|22/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005680375||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|E22023|SICUANI - 533000|###|1|Prov2RegSur2|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679993||MOBILIARIO|AUDIO Y VIDEO|TV|REPARAR|E18803|ANTUNEZ DE MAYOLO - 191028|###|1|Lim1Reg3|Zona Centro|Web HD|Rechazado|2023-10-08|||2|MANTENIMIENTO LIMA 1|
WO0000005678251||MOBILIARIO|SUMINISTROS|DISPENSADOR DE JABON LIQUIDO|REPARAR|S70452|NARANJAL - 191141|(###)|1|Lim1Reg5|Zona Centro|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO LIMA 1|
WO0000005678825||MOBILIARIO|SUMINISTROS|DISPENSADOR DE JABON LIQUIDO|REPARAR|U20236|PISCO - 470000|###|1|Prov2RegSurCh|Zona Sur|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005678805||MOBILIARIO|INSTALACIONES ELECTRICAS|TUBERIA DE AGUA|REPARAR|E13857|BOLOGNESI - 540002|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678803||MOBILIARIO|INSTALACIONES ELECTRICAS|TUBERIA DE AGUA|REPARAR|E13857|BOLOGNESI - 540002|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678599||MOBILIARIO|MOBILIARIO|SILLAS|REPARAR|E13857|BOLOGNESI - 540002|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005677715||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SIRENA|REPARAR|E22044|ILO - 385000|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678211||MOBILIARIO|EQUIPO|DETECTOR DE BILLETES|REPARAR|S01649|EDUARDO DE HABICH - 191023|###|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005679202||MOBILIARIO|EQUIPO|DETECTOR DE BILLETES|REPARAR|S30869|ANGELICA GAMARRA - 191057|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005678213||MOBILIARIO|EQUIPO|DETECTOR DE BILLETES|REPARAR|S26134|SOCABAYA - 215017|###|1|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-10-08|19/10/2023|22/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678843||MOBILIARIO|EQUIPO|DETECTOR DE BILLETES|REPARAR|U20236|PISCO - 470000|###|1|Prov2RegSurCh|Zona Sur|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005677920||MOBILIARIO|EQUIPO|LAMPARA DE EMERGENCIA|REPARAR|U19219|LA RAMBLA BRASIL - 191166|###|1|Lim1Reg1|Zona Sur|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005680357||MOBILIARIO|AUDIO Y VIDEO|TV|REPARAR|S18063|MEGA PLAZA 2 - 191040|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|12/10/2023|15/10/2023|2|MANTENIMIENTO LIMA 1|
WO0000005679957||MOBILIARIO|AUDIO Y VIDEO|TV|REPARAR|S91411|PERU - 191056|(###)|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|16/10/2023|19/10/2023|2|MANTENIMIENTO LIMA 1|
WO0000005679996||MOBILIARIO|EDIFICIO|PUERTA / MAMPARA|REPARAR|S26134|BUSTAMANTE Y RIVERO - 215010|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|26/10/2023|29/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679552||MOBILIARIO|MOBILIARIO|CAJONERA|REPARAR|S02475|MALL AVENTURA PLAZA AREQUIPA - 215011|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|14/10/2023|17/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005680398||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE PARED|REPARAR|E22023|SICUANI - 533000|###|1|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-10-08|16/10/2023|19/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679504||MOBILIARIO|SUMINISTROS|DISPENSADOR DE AGUA|REPARAR|S51483|CUAJONE - 430001|###|1|NULL|Zona Norte|Web HD|Cerrado|2023-10-08|19/10/2023|22/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005677960||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|PULSADOR INALAMBRICO|REPARAR|S29354|JACOBO HUNTER - 215022|###|1|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-10-08|9/10/2023|12/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005680364||MOBILIARIO|EDIFICIO|PUERTA / MAMPARA|REPARAR|S20426|ELIO - 191067|###|1|NULL|Zona Sur|Web HD|Cerrado|2023-10-08|17/10/2023|20/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005678546||MOBILIARIO|CAJAS DE SEGURIDAD|CAJA BUZON|REPARAR|S05132|LA ENSENADA - 191149|###|1|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-10-08|8/10/2023|11/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005677977||MOBILIARIO|INSTALACIONES ELECTRICAS|TUBERIA DE DESAGUE|REPARAR|S01649|EDUARDO DE HABICH - 191023|###|1|NULL|Zona Centro|Web HD|Cerrado|2023-10-08|16/10/2023|19/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005679298||MOBILIARIO|COMEDOR/GYM/TOPICO|EQUIPOS MEDICOS|REPARAR|S24949|LOS RUISEÑORES - 191115|###|1|Lim1Reg1|Zona Sur|Web HD|Cerrado|2023-10-08|12/10/2023|15/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005679206||MOBILIARIO|IMAGEN|PORTA AFICHES|REPARAR|E19405|PRO - 191029|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|10/10/2023|13/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005678518||MOBILIARIO|IMAGEN|PORTA FOLLETO|REPARAR|S01707|MEGA PLAZA - 191010|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|13/10/2023|16/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005678238||MOBILIARIO|SUMINISTROS|DISPENSADOR DE JABON LIQUIDO|REPARAR|U21131|LOS ALISOS - 191080|###|1|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-10-08|10/10/2023|13/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005680622||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S00060|CHINCHA - 315000|###|1|NULL|Zona Sur|Web HD|En curso|2023-10-08|13/10/2023|13/10/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005679205||MOBILIARIO|MOBILIARIO|SILLAS|REPARAR|S30869|ANGELICA GAMARRA - 191057|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|22/10/2023|25/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005678583||MOBILIARIO|MOBILIARIO|CREDENZA|REPARAR|S18063|MEGA PLAZA 2 - 191040|###|1|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-10-08|13/10/2023|16/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005678589||MOBILIARIO|MOBILIARIO|SEPARADORES|REPARAR|S34948|CAPON - 191095|###|1|NULL|Zona Sur|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005679256||MOBILIARIO|MOBILIARIO|SILLAS|REPARAR|S66286|ROSA TORO - 193022|(###)|1|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-10-08|14/10/2023|17/10/2023|3|MANTENIMIENTO LIMA 1|
WO0000005679293||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S24949|LOS RUISEÑORES - 191115|###|1|Lim1Reg1|Zona Sur|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO LIMA 1|
WO0000005678558||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|U22888|C.B. FIORI - 191088|###|1|Lim1Reg3|Zona Centro|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO LIMA 1|
WO0000005678278||MOBILIARIO|IMAGEN|STICKER|REPONER|S18063|MEGA PLAZA 2 - 191040|###|1|Lim1Reg3|Zona Centro|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO LIMA 1|
WO0000005678264||MOBILIARIO|IMAGEN|STICKER|REPONER|S18063|MEGA PLAZA 2 - 191040|###|1|Lim1Reg3|Zona Centro|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO LIMA 1|
WO0000005677950||MOBILIARIO|INSTALACIONES ELECTRICAS|CABLEADO|ORDENAR|S02473|MALL AVENTURA PLAZA AREQUIPA - 215011|###|1|Prov2RegSur1|Zona Norte|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005680376||MOBILIARIO|CAJAS DE SEGURIDAD|CAJA BUZON|APERTURAR|E18302|ANDAHUAYLAS - 205000|###|1|Prov2RegSur2|Zona Norte|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005680320||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S39924|ALTO DE LA ALIANZA - 540004|###|1|Prov1RegSur1|Zona Norte|Web HD|Rechazado|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679253||MOBILIARIO|EQUIPO|GRUPO ELECTROGENO|REVISAR|S97097|JULIACA - 405000|##|1|Prov2RegSur2|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678214||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|S97097|BOLOGNESI - 540002|##|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679533||MOBILIARIO|MOBILIARIO|SILLAS|LIMPIAR|S53391|SAN JUAN DE LURIGANCHO - 191017|(###)|1|Lim3Reg5|Zona Centro|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO LIMA 1|
WO0000005680333||MOBILIARIO|MOBILIARIO|ESCRITORIO|REPONER VIDRIO|E22405|MARIANO MELGAR - 215014|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678840||MOBILIARIO|INSTALACIONES ELECTRICAS|CABLEADO|REVISAR|S03349|LA MERCED (AREQUIPA) - 215003|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678811||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S03349|LA MERCED (AREQUIPA) - 215003|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679557||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|U21087|CAMANA - 250000|###|1|NULL|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678595||MOBILIARIO|LUMINARIAS|FOCO AHORRADOR|CAMBIAR|E13857|BOLOGNESI - 540002|###|1|Prov2RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678819||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|U21212|ALTO DE LA ALIANZA - 540004|###|1|Prov1RegSur1|Zona Norte|Web HD|En curso|2023-10-08|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678242||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|U22076|ALTO DE LA ALIANZA - 540004|###|1|Prov1RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|20/10/2023|23/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678502||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S00060|CHINCHA - 315000|###|1|NULL|Zona Sur|Web HD|Cerrado|2023-10-08|14/10/2023|17/10/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005678808||MOBILIARIO|INSTALACIONES ELECTRICAS|BOMBAS DE AGUA|REVISAR|S03349|LA MERCED (AREQUIPA) - 215003|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|23/10/2023|26/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005677982||MOBILIARIO|CERRAJERIA|CAJONERA CERRADURA|REEMPLAZAR|S26134|BUSTAMANTE Y RIVERO - 215010|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|26/10/2023|29/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005677755||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|APERTURAR|S51050|SAN CAMILO - 215006|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|13/10/2023|16/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005679543||MOBILIARIO|CAJAS DE SEGURIDAD|CAJA BUZON|REPROGRAMAR|U21886|LA NEGRITA - 215004|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678594||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S29356|MALL AVENTURA PLAZA AREQUIPA - 215011|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005678510||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S11221|MALL AVENTURA PLAZA AREQUIPA - 215011|###|1|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-10-08|15/10/2023|18/10/2023|3|MANTENIMIENTO PROV 2 - SUR|
